query,labels,example_type
List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung. List emerging fintech companies for lead generation.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple
What acquisitions has Apple made? Show me the parent company of YouTube. Provide an analysis of the top 5 players in the cloud computing market.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me Apple's acquisition history. What is the subsidiary relationship of Alphabet? Show me a market analysis of the fintech sector.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple
List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung. What are the current trends in the startup ecosystem?,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple
What acquisitions has Apple made? Show me the parent company of YouTube. Show me the latest TechCrunch articles on startups.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple
Show me Apple's acquisition history. What is the subsidiary relationship of Alphabet? Retrieve recent tech news on emerging startups.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple
List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung. What are the latest tech headlines in the startup world?,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple
What acquisitions has Apple made? Show me the parent company of YouTube. Show me the latest funding news in the startup world.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple
Show me Apple's acquisition history. What is the subsidiary relationship of Alphabet? Retrieve recent articles about startup funding.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple
List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung. What are the current funding news headlines?,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple
What acquisitions has Apple made? Show me the parent company of YouTube. Show me upcoming industry events for startups.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple
Show me Apple's acquisition history. What is the subsidiary relationship of Alphabet? List the next tech conferences for startups.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple
List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung. What industry events are happening this month for startups?,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple
What acquisitions has Apple made? Show me the parent company of YouTube. Show me current market trends in the startup ecosystem.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple
Show me Apple's acquisition history. What is the subsidiary relationship of Alphabet? What are the latest market trends in tech startups?,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple
List the companies acquired by Google. Retrieve details on the organizational hierarchy of Samsung. Retrieve trends in the venture capital market.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me details on Sequoia Capital's funds.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Retrieve information on Andreessen Horowitz's funds.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. Give me the fund details for SoftBank.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me current job openings at Apple.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. List the latest job openings for Google.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. Retrieve recent job postings at Microsoft.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me the profile of Elon Musk.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Retrieve the profile of Jeff Bezos.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. Give me the profile of Sundar Pichai.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? What is Elon Musk's educational background?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Show me the degrees held by Jeff Bezos.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. Retrieve the educational qualifications of Sundar Pichai.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Who are the main competitors of Apple?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. List Google's top competitors.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. Show me the competitors of Microsoft.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Identify companies in cybersecurity that recently secured funding.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Show me startups in AI that are potential sales leads.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. List emerging fintech companies for lead generation.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Provide an analysis of the top 5 players in the cloud computing market.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Show me a market analysis of the fintech sector.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. What are the current trends in the startup ecosystem?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me the latest TechCrunch articles on startups.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,TECH_NEWS_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Retrieve recent tech news on emerging startups.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,TECH_NEWS_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. What are the latest tech headlines in the startup world?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,TECH_NEWS_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me the latest funding news in the startup world.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. Retrieve recent articles about startup funding.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. What are the current funding news headlines?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me upcoming industry events for startups.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. List the next tech conferences for startups.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. What industry events are happening this month for startups?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple
What acquisitions has Apple made? Who are the co-investors in Apple's latest funding round? Show me current market trends in the startup ecosystem.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple
Show me Apple's acquisition history. List the investment partners for Google in its recent round. What are the latest market trends in tech startups?,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple
List the companies acquired by Google. Show me the co-investors for Microsoft's latest funding round. Retrieve trends in the venture capital market.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Show me current job openings at Apple.,"ACQUISITION_QUERY,FUNDS_QUERY,JOBS_QUERY",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. List the latest job openings for Google.,"ACQUISITION_QUERY,FUNDS_QUERY,JOBS_QUERY",triple
List the companies acquired by Google. Give me the fund details for SoftBank. Retrieve recent job postings at Microsoft.,"ACQUISITION_QUERY,FUNDS_QUERY,JOBS_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Show me the profile of Elon Musk.,"ACQUISITION_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. Retrieve the profile of Jeff Bezos.,"ACQUISITION_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple
List the companies acquired by Google. Give me the fund details for SoftBank. Give me the profile of Sundar Pichai.,"ACQUISITION_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. What is Elon Musk's educational background?,"ACQUISITION_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. Show me the degrees held by Jeff Bezos.,"ACQUISITION_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple
List the companies acquired by Google. Give me the fund details for SoftBank. Retrieve the educational qualifications of Sundar Pichai.,"ACQUISITION_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Who are the main competitors of Apple?,"ACQUISITION_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. List Google's top competitors.,"ACQUISITION_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple
List the companies acquired by Google. Give me the fund details for SoftBank. Show me the competitors of Microsoft.,"ACQUISITION_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Identify companies in cybersecurity that recently secured funding.,"ACQUISITION_QUERY,FUNDS_QUERY,LEAD_GENERATION_QUERY",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. Show me startups in AI that are potential sales leads.,"ACQUISITION_QUERY,FUNDS_QUERY,LEAD_GENERATION_QUERY",triple
List the companies acquired by Google. Give me the fund details for SoftBank. List emerging fintech companies for lead generation.,"ACQUISITION_QUERY,FUNDS_QUERY,LEAD_GENERATION_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Provide an analysis of the top 5 players in the cloud computing market.,"ACQUISITION_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. Show me a market analysis of the fintech sector.,"ACQUISITION_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple
List the companies acquired by Google. Give me the fund details for SoftBank. What are the current trends in the startup ecosystem?,"ACQUISITION_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Show me the latest TechCrunch articles on startups.,"ACQUISITION_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. Retrieve recent tech news on emerging startups.,"ACQUISITION_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple
List the companies acquired by Google. Give me the fund details for SoftBank. What are the latest tech headlines in the startup world?,"ACQUISITION_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Show me the latest funding news in the startup world.,"ACQUISITION_QUERY,FUNDS_QUERY,FUNDING_NEWS_QUERY",triple
